Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"Eastwood, NSW 2122",4,2,2711879,0.0013,0.0002,-0.0083,-0.0069,0.0505,0.5199,0.6827,5,1046,0.0019,0.0067,0.0224,0.0727,0.2627,0.3735,0.4067,0.0201,-0.09,0.11,-0.07,0.13,0.0074,6,(+)Trough,152,-0.08779999999999999,-0.26,0.0504,-0.4738,-0.0339,-0.0015,-0.0346,0,0,0,10,0.39,0.28,0.33,121.95,0.0014,-0.0003,-0.0007000000000000001,0.42,-0.12,-0.26,12.12,1.24,0.0,0.0105,0,0,30,1.18,6.12,0.0,0.0176,-0.006,-0.0024,0.6396999999999999,-0.0259,0.0059,8,4,-0.09,-0.02,4,0.14,-0.06,0,0,High,0.02,0.02,18695,8196,66,196,0,0,81,100,96,100,60,19,48,42,14,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Eastwood, NSW 2122",3,1,2576760,0.001,-0.0014,-0.0125,-0.0126,0.0493,0.635,0.7473000000000001,7,800,-0.0012,-0.0012,0.0,0.0296,0.2642,0.2971,0.2929,0.0161,-0.09,0.11,-0.07,0.13,0.0011,6,(+)Trough,152,-0.08779999999999999,-0.26,0.0504,-0.4738,-0.0339,-0.0015,-0.0346,0,0,0,10,0.39,0.28,0.33,115.87,0.0014,-0.0003,-0.0007000000000000001,0.42,-0.12,-0.26,12.12,1.24,0.0,0.0105,0,0,30,1.18,6.12,0.0,0.0176,-0.006,-0.0024,0.6396999999999999,-0.0259,0.0059,8,4,-0.09,-0.02,4,0.14,-0.06,0,0,High,0.02,0.02,18695,8196,66,196,0,0,81,100,96,100,60,19,48,42,14,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Doonside, NSW 2767",4,0,1124621,0.0038,0.0118,0.0235,0.0609,0.2089,0.5654,0.8736,5,650,0.0,0.0,-0.0031,0.0031,0.3078,0.3655,0.3889,0.0301,-0.07,0.09,-0.04,0.12,0.0036,5,(+)Decreasing,206,-0.0297,-0.0885,0.0876,-0.3003,0.07980000000000001,0.0032,0.0163,0,0,0,2,0.45,0.0,0.01,62.2,0.0012,-0.0003,-0.0001,0.61,-0.18,-0.05,10.99,1.9,-0.11,0.0034,0,0,31,-0.66,3.78,0.0,0.0123,-0.0027,0.002,0.0,0.1249,0.02,4,3,-0.29,-0.31,5,0.35,0.0,0,0,High,0.02,0.06,13614,5190,51,95,0,0,59,100,100,100,41,45,48,45,33,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Doonside, NSW 2767",3,3,987931,0.0051,0.0146,0.0262,0.0739,0.2136,0.5726,0.82,13,558,0.0,0.0036,0.0164,0.0548,0.3286,0.395,0.3915,0.0294,-0.07,0.09,-0.04,0.12,0.0051,5,(+)Decreasing,206,-0.0297,-0.0885,0.0876,-0.3003,0.07980000000000001,0.0032,0.0163,0,0,0,2,0.45,0.0,0.01,54.64,0.0012,-0.0003,-0.0001,0.61,-0.18,-0.05,10.99,1.9,-0.11,0.0034,0,0,31,-0.66,3.78,0.0,0.0123,-0.0027,0.002,0.0,0.1249,0.02,4,3,-0.29,-0.31,5,0.35,0.0,0,0,High,0.02,0.06,13614,5190,51,95,0,0,59,100,100,100,41,45,48,45,33,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Wentworthville, NSW 2145",All,8,562497,0.0023,0.0061,0.0111,0.0208,0.0299,0.0883,0.1274,48,595,-0.0017,-0.0034,-0.005,0.0259,0.3814,0.3026,0.5428999999999999,0.055,-0.01,0.07,0.05,0.12,0.0009,2,(+)Increasing,166,-0.0458,-0.0194,0.0015,-0.4079,-0.0356,-0.0475,-0.0178,0,0,0,9,0.48,0.39,0.62,23.28,0.0019,0.0001,-0.0011,0.48,-0.26,-0.29,6.39,0.54,-0.29,0.0059,0,0,97,3.43,20.01,0.0,0.0302,-0.0112,0.0024,0.3333,-0.0562,-0.1838,6,5,0.36,-0.08,5,0.35,0.14,0,0,High,0.03,0.09,15098,6479,62,2990,0,0,71,100,99,100,63,54,48,55,23,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,3,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Roselands, NSW 2196",All,0,581358,0.0051,0.0166,0.0421,0.0902,0.151,0.2412,0.3047,14,538,0.0,-0.011,-0.0254,0.0189,0.2749,0.209,0.4385,0.0481,0.0,0.07,0.04,0.12,0.0009,2,(+)Decreasing,182,-0.0506,0.05139999999999999,0.0676,-0.25,0.0444,0.0516,0.128,0,0,0,6,0.3,0.36,0.31,29.95,0.0028,-0.0003,0.0,0.95,-0.26,-0.12,7.54,1.11,-0.34,0.0,0,0,45,-3.67,1.22,0.0,0.0223,-0.0096,0.004099999999999999,0.6429,-0.0105,0.0436,4,3,-0.14,-0.35,4,-0.24,0.16,0,0,Medium,0.01,0.03,12356,4978,51,543,0,0,80,100,100,100,65,50,48,54,14,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Newington, NSW 2127",All,0,1871607,0.001,-0.0002,-0.0051,-0.0031,0.0663,0.477,0.5881000000000001,6,1070,0.0,0.0038,0.02,0.1031,0.3308,0.37,0.4191,0.0297,-0.07,0.14,-0.04,0.17,0.0139,6,(+)Trough,160,-0.0882,-0.2095,0.0361,-0.4245,-0.0187,-0.07200000000000001,-0.1456,0,0,0,10,0.32,0.46,0.57,66.0,0.0018,-0.0003,-0.0005,0.55,-0.27,-0.14,11.92,2.1,3.4,0.0,0,0,54,5.32,-1.6,0.0,0.0391,-0.0016,0.004099999999999999,0.0,0.0,0.0,1,3,-0.32,-0.08,4,0.07,-0.02,0,0,Medium,0.02,0.04,5648,2193,68,590,0,0,81,100,100,100,42,21,48,37,14,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Narwee, NSW 2209",All,0,580958,0.004699999999999999,0.0139,0.0243,0.0567,0.1013,0.2016,0.1606,9,554,0.0,0.0018,0.0091,0.0433,0.3005,0.2534,0.399,0.0496,-0.01,0.07,0.04,0.12,0.0,3,(+)Decreasing,172,-0.0885,0.0149,0.0616,-0.2839,0.0095,0.0389,-0.0189,0,0,0,5,0.54,0.39,0.36,31.11,0.0026,-0.0002,-0.0005,1.05,-0.33,-0.24,7.4,1.08,-1.57,0.0,0,0,21,-9.91,-3.2,0.0,0.0157,-0.0019,0.003,0.0,0.0849,-0.0583,5,5,0.26,0.14,4,-0.31,0.31,0,0,Low,0.01,0.04,5411,2470,58,605,0,0,70,100,97,100,27,42,48,39,15,Sydney - Inner South West,Greater Sydney,NSW,NSW325,Suburbs,1,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Minto, NSW 2566",All,6,1029678,0.005500000000000001,0.0194,0.0393,0.1059,0.1651,0.6336999999999999,0.9867,17,584,0.0017,0.0086,0.0299,0.09140000000000001,0.3029,0.3895,0.448,0.0295,-0.04,0.12,-0.01,0.15,0.03700000000000001,5,(+)Decreasing,192,-0.0614,-0.1386,0.0909,-0.4064,0.0182,0.0603,0.1674,0,0,0,3,0.38,0.37,0.03,55.26,0.0018,-0.0005,-0.0002,0.81,-0.1,-0.12,9.35,1.22,1.62,0.0054,0,0,48,1.94,7.67,0.008100000000000001,0.0152,-0.0014,0.0021,0.0,0.09910000000000001,0.0,1,4,-0.26,0.14,5,0.3,0.1,0,0,High,0.02,0.04,13940,5754,56,2808,0,0,59,100,100,100,41,47,48,45,38,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Eastwood, NSW 2122",All,6,2744019,0.0011,-0.0005,-0.009300000000000001,-0.0085,0.05110000000000001,0.5475,0.6990999999999999,14,808,0.0012,0.0037,0.0151,0.0575,0.2621,0.2944,0.3006,0.0153,-0.06,0.14,-0.05,0.16,0.0172,6,(+)Trough,152,-0.08779999999999999,-0.26,0.0504,-0.4738,-0.0339,-0.0015,-0.0346,0,0,0,10,0.39,0.28,0.33,123.39,0.0014,-0.0003,-0.0007000000000000001,0.42,-0.12,-0.26,12.12,1.24,0.0,0.0105,0,0,30,1.18,6.12,0.0,0.0176,-0.006,-0.0024,0.6396999999999999,-0.0259,0.0059,8,4,-0.09,-0.02,4,0.14,-0.06,0,0,High,0.02,0.02,18695,8196,66,196,0,0,81,100,96,100,60,19,48,42,14,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Doonside, NSW 2767",All,3,1056276,0.0044,0.0131,0.0248,0.0669,0.2111,0.5687,0.8481000000000001,24,557,0.0,0.0036,0.0109,0.0372,0.3106,0.3619,0.3856,0.0274,-0.04,0.12,-0.02,0.15,0.0196,5,(+)Decreasing,206,-0.0297,-0.0885,0.0876,-0.3003,0.07980000000000001,0.0032,0.0163,0,0,0,2,0.45,0.0,0.01,58.42,0.0012,-0.0003,-0.0001,0.61,-0.18,-0.05,10.99,1.9,-0.11,0.0034,0,0,31,-0.66,3.78,0.0,0.0123,-0.0027,0.002,0.0,0.1249,0.02,4,3,-0.29,-0.31,5,0.35,0.0,0,0,High,0.02,0.06,13614,5190,51,95,0,0,59,100,100,100,41,45,48,45,33,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Campbelltown, NSW 2560",4,1,1054633,0.0049,0.0186,0.0421,0.1048,0.1401,0.6777,0.8776,11,700,0.0,0.0014,0.0101,0.0542,0.2346,0.3917,0.4228,0.0345,-0.08,0.1,-0.04,0.13,0.0046,5,(+)Decreasing,180,-0.08109999999999999,-0.1347,0.1656,-0.3018,-0.0196,0.0299,-0.07400000000000001,0,0,0,3,0.49,0.63,0.43,56.29,0.0015,-0.0012,-0.0014,0.45,-0.22,-0.41,9.28,1.14,0.42,0.0101,0,0,46,-0.58,7.17,0.0,0.0217,-0.002,0.0014,0.0,0.0,0.0,1,4,0.01,-0.14,5,0.33,0.0,0,0,High,0.02,0.05,16577,9487,53,4569,0,0,69,100,100,100,36,45,47,43,43,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Campbelltown, NSW 2560",3,5,862022,0.0052,0.0131,0.0353,0.0934,0.12,0.5497,0.7303000000000001,14,540,0.0,0.0019,0.0075,0.0345,0.25,0.35,0.3776,0.0326,-0.08,0.1,-0.04,0.13,0.0044,5,(+)Decreasing,180,-0.08109999999999999,-0.1347,0.1656,-0.3018,-0.0196,0.0299,-0.07400000000000001,0,0,0,3,0.49,0.63,0.43,46.01,0.0015,-0.0012,-0.0014,0.45,-0.22,-0.41,9.28,1.14,0.42,0.0101,0,0,46,-0.58,7.17,0.0,0.0217,-0.002,0.0014,0.0,0.0,0.0,1,4,0.01,-0.14,5,0.33,0.0,0,0,High,0.02,0.05,16577,9487,53,4569,0,0,69,100,100,100,36,45,47,43,43,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Campbelltown, NSW 2560",2,0,674359,0.0037,0.0122,0.0366,0.0951,0.1168,0.5640999999999999,0.5877,8,449,0.0,0.004500000000000001,0.0158,0.0742,0.2403,0.3245,0.2542,0.0346,-0.08,0.1,-0.04,0.13,0.004099999999999999,5,(+)Decreasing,180,-0.08109999999999999,-0.1347,0.1656,-0.3018,-0.0196,0.0299,-0.07400000000000001,0,0,0,3,0.49,0.63,0.43,36.0,0.0015,-0.0012,-0.0014,0.45,-0.22,-0.41,9.28,1.14,0.42,0.0101,0,0,46,-0.58,7.17,0.0,0.0217,-0.002,0.0014,0.0,0.0,0.0,1,4,0.01,-0.14,5,0.33,0.0,0,0,High,0.02,0.05,16577,9487,53,4569,0,0,69,100,100,100,36,45,47,43,43,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Umina Beach, NSW 2257",4,5,1367922,0.004699999999999999,0.014,0.0311,0.0654,0.0131,0.7231000000000001,1.183,6,823,0.0024,0.011,0.039,0.09269999999999999,0.1957,0.5363,0.778,0.0313,-0.12,0.14,-0.09,0.17,0.0098,9,(+)Peak,142,-0.0917,-0.3416,0.0505,-0.37,-0.05309999999999999,0.0142,-0.0363,0,0,0,4,0.33,0.86,0.03,71.57,0.0018,-0.0002,-0.0005,0.55,0.02,-0.23,11.94,1.68,-0.27,0.0027,0,0,47,5.87,-2.81,0.0,0.0223,0.0016,-0.0004,0.0,-0.1947,0.0,1,4,0.25,0.0,5,0.56,0.0,0,0,High,0.03,0.05,17372,8740,58,76,0,0,79,100,99,100,87,69,47,68,40,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Umina Beach, NSW 2257",3,7,1049155,0.0039,0.0096,0.0224,0.0461,-0.02,0.5185,0.9906,14,649,0.0031,0.009300000000000001,0.0333,0.0978,0.1667,0.4467,0.6154,0.0322,-0.12,0.14,-0.09,0.17,0.009300000000000001,9,(+)Peak,142,-0.0917,-0.3416,0.0505,-0.37,-0.05309999999999999,0.0142,-0.0363,0,0,0,4,0.33,0.86,0.03,54.89,0.0018,-0.0002,-0.0005,0.55,0.02,-0.23,11.94,1.68,-0.27,0.0027,0,0,47,5.87,-2.81,0.0,0.0223,0.0016,-0.0004,0.0,-0.1947,0.0,1,4,0.25,0.0,5,0.56,0.0,0,0,High,0.03,0.05,17372,8740,58,76,0,0,79,100,99,100,87,69,47,68,40,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Umina Beach, NSW 2257",2,2,979416,0.0034,0.0085,0.0229,0.0535,-0.0234,0.5831000000000001,1.0387,12,480,0.0021,0.0042,0.0148,0.0525,0.148,0.2658,0.3704,0.0255,-0.12,0.14,-0.09,0.17,0.009000000000000001,9,(+)Peak,142,-0.0917,-0.3416,0.0505,-0.37,-0.05309999999999999,0.0142,-0.0363,0,0,0,4,0.33,0.86,0.03,51.25,0.0018,-0.0002,-0.0005,0.55,0.02,-0.23,11.94,1.68,-0.27,0.0027,0,0,47,5.87,-2.81,0.0,0.0223,0.0016,-0.0004,0.0,-0.1947,0.0,1,4,0.25,0.0,5,0.56,0.0,0,0,High,0.03,0.05,17372,8740,58,76,0,0,79,100,99,100,87,69,47,68,40,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Padstow, NSW 2211",4,0,1624966,0.0038,0.0119,0.0257,0.0614,0.1658,0.5552,0.7326,10,832,0.0,0.0073,0.0221,0.0374,0.1937,0.2549,0.3312,0.0266,-0.07,0.09,-0.05,0.12,0.0002,5,(+)Decreasing,182,-0.0588,-0.1033,0.1192,-0.2622,0.0587,0.08470000000000001,0.0246,0,0,0,7,0.32,0.45,0.09,71.98,0.0013,-0.0003,-0.0004,0.45,-0.12,-0.22,11.35,1.58,0.8,0.0153,0,0,53,1.07,10.57,0.0,0.0175,-0.0021,0.0036,0.6154,-0.0087,-0.0486,3,5,0.13,0.12,5,0.32,0.0,0,0,High,0.02,0.05,14017,6341,57,4051,0,0,80,100,99,100,70,30,47,49,19,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Padstow, NSW 2211",3,3,1503025,0.004,0.0124,0.0244,0.0588,0.1468,0.5606,0.7026,11,695,-0.0014,0.0043,0.0176,0.0251,0.255,0.2641,0.4369,0.024,-0.07,0.1,-0.05,0.12,0.0,5,(+)Decreasing,182,-0.0588,-0.1033,0.1192,-0.2622,0.0587,0.08470000000000001,0.0246,0,0,0,7,0.32,0.45,0.09,66.58,0.0013,-0.0003,-0.0004,0.45,-0.12,-0.22,11.35,1.58,0.8,0.0153,0,0,53,1.07,10.57,0.0,0.0175,-0.0021,0.0036,0.6154,-0.0087,-0.0486,3,5,0.13,0.12,5,0.32,0.0,0,0,High,0.02,0.05,14017,6341,57,4051,0,0,80,100,99,100,70,30,47,49,19,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Georges Hall, NSW 2198",4,0,1487838,0.0029,0.0068,0.01,0.0302,0.1128,0.5739,0.6886,5,944,0.0011,0.0075,0.0283,0.0594,0.3404,0.4929,0.562,0.033,-0.09,0.12,-0.06,0.15,0.0073,6,(+)Increasing,170,-0.0687,-0.1636,0.0947,-0.3711,0.0138,0.0907,-0.0072,0,0,0,6,0.33,0.0,0.03,75.58,0.001,-0.0005,-0.0008,0.28,-0.18,-0.27,11.11,1.39,0.13,0.005500000000000001,0,0,28,0.39,3.02,0.0,0.0175,0.0016,0.0032,0.0,-0.0298,0.0697,5,3,-0.14,-0.25,5,0.29,-0.02,0,0,Medium,0.03,0.04,9739,3284,55,568,0,0,71,100,99,100,52,38,47,46,21,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Georges Hall, NSW 2198",3,0,1308714,0.0025,0.0063,0.0109,0.0301,0.1105,0.5524,0.6835,5,749,0.0013,0.0054,0.0176,0.0638,0.2669,0.3787,0.4735,0.0298,-0.1,0.11,-0.07,0.14,0.0076,6,(+)Increasing,170,-0.0687,-0.1636,0.0947,-0.3711,0.0138,0.0907,-0.0072,0,0,0,6,0.33,0.0,0.03,66.48,0.001,-0.0005,-0.0008,0.28,-0.18,-0.27,11.11,1.39,0.13,0.005500000000000001,0,0,28,0.39,3.02,0.0,0.0175,0.0016,0.0032,0.0,-0.0298,0.0697,5,3,-0.14,-0.25,5,0.29,-0.02,0,0,Medium,0.03,0.04,9739,3284,55,568,0,0,71,100,99,100,52,38,47,46,21,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Campbelltown, NSW 2560",All,10,863671,0.004699999999999999,0.0151,0.0384,0.09849999999999999,0.1273,0.6033,0.7453,33,563,0.0,0.0036,0.0108,0.05230000000000001,0.2428,0.3599,0.3599,0.0339,-0.05,0.13,-0.01,0.16,0.0176,5,(+)Decreasing,180,-0.08109999999999999,-0.1347,0.1656,-0.3018,-0.0196,0.0299,-0.07400000000000001,0,0,0,3,0.49,0.63,0.43,46.1,0.0015,-0.0012,-0.0014,0.45,-0.22,-0.41,9.28,1.14,0.42,0.0101,0,0,46,-0.58,7.17,0.0,0.0217,-0.002,0.0014,0.0,0.0,0.0,1,4,0.01,-0.14,5,0.33,0.0,0,0,High,0.02,0.05,16577,9487,53,4569,0,0,69,100,100,100,36,45,47,43,43,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Umina Beach, NSW 2257",All,18,1199468,0.004099999999999999,0.011,0.0251,0.0547,-0.0106,0.5946,1.0318,32,650,0.0031,0.009300000000000001,0.0316,0.08310000000000001,0.1748,0.433,0.6099,0.0282,-0.09,0.17,-0.06,0.2,0.0385,9,(+)Peak,142,-0.0917,-0.3416,0.0505,-0.37,-0.05309999999999999,0.0142,-0.0363,0,0,0,4,0.33,0.86,0.03,62.76,0.0018,-0.0002,-0.0005,0.55,0.02,-0.23,11.94,1.68,-0.27,0.0027,0,0,47,5.87,-2.81,0.0,0.0223,0.0016,-0.0004,0.0,-0.1947,0.0,1,4,0.25,0.0,5,0.56,0.0,0,0,High,0.03,0.05,17372,8740,58,76,0,0,79,100,99,100,87,69,47,68,40,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Telopea, NSW 2117",All,0,1958034,0.0015,0.0018,-0.0023,0.0038,0.0882,0.5215,0.8133,4,818,0.0024,0.009899999999999999,0.0289,0.08900000000000001,0.3247,0.4411,0.556,0.0217,-0.06,0.14,-0.04,0.17,0.0103,6,(+)Trough,178,-0.0702,-0.2382,-0.021,-0.6368,0.0032,-0.0275,0.0796,0,0,0,7,0.33,0.33,0.43,102.23,0.0027,-0.0001,-0.001,0.74,0.0,-0.47,11.57,1.4,2.21,0.0133,0,0,44,1.92,2.21,0.0,0.0132,-0.0046,0.0013,0.0,0.06570000000000001,-0.0208,1,3,-0.11,-0.51,5,0.16,0.08,0,0,Medium,0.01,0.02,5356,2773,55,0,0,0,70,100,100,100,26,30,47,34,18,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Rosebery, NSW 2018",All,0,2588198,0.0025,0.0052,0.0053,0.0046,0.1266,0.3366,0.8737,6,1061,-0.0009,-0.0028,-0.0066,-0.0158,0.3401,0.2911,0.4383,0.0213,-0.01,0.09,0.01,0.11,0.0178,3,(+)Trough,216,-0.008199999999999999,-0.1238,-0.0925,-0.358,0.1394,0.1509,0.3128,0,0,0,10,0.51,0.34,0.79,93.08,0.0025,-0.0001,0.0002,0.81,-0.02,0.08,11.08,2.23,-0.35,0.005,0,0,26,-0.07,5.59,0.0,0.0234,-0.0029,0.0025,0.4444,0.0029,-0.0028,3,3,-0.35,0.0,4,0.01,-0.12,0,0,Medium,0.01,0.01,13533,7603,57,1169,0,0,81,100,100,100,40,20,47,36,6,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Richmond, NSW 2753",All,7,933958,0.0025,0.005699999999999999,0.0074,0.0137,0.0072,0.4028,0.7554000000000001,6,586,0.0,0.0017,0.0103,0.039,0.2183,0.3628,0.4223,0.0326,-0.03,0.11,0.0,0.14,0.0127,4,(+)Increasing,160,-0.0517,-0.2395,-0.0158,-0.3099,-0.0348,-0.06269999999999999,-0.0051,0,0,0,4,0.44,0.55,0.15,50.35,0.0023,-0.0003,-0.0004,0.84,0.0,-0.23,11.01,1.66,0.03,0.0212,0,0,60,3.58,10.53,0.0,0.0155,-0.0032,-0.0004,0.0,0.0,0.0,1,5,0.47,0.2,5,0.54,0.0,0,0,High,0.02,0.03,5418,3080,57,610,0,0,79,96,99,100,30,47,47,41,51,Sydney - Outer West and B…,Greater Sydney,NSW,NSW277,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Pendle Hill, NSW 2145",All,0,1316236,0.0017,0.0029,-0.0001,0.0064,0.08470000000000001,0.4473,0.6423000000000001,9,658,0.0015,0.0076,0.0297,0.1113,0.3787,0.4203,0.4172,0.026,-0.06,0.14,-0.03,0.16,0.0173,6,(+)Trough,186,-0.065,-0.2018,-0.0028,-0.4514,-0.0003,-0.1017,-0.09140000000000001,0,0,0,6,0.49,0.38,0.46,60.75,0.0012,-0.0006,-0.0006,0.48,-0.18,-0.22,11.98,1.7,-0.06,0.0146,0,0,23,4.07,-1.75,0.0,0.0225,-0.008,0.0026,0.8571,-0.0323,0.0684,1,3,-0.24,-0.27,5,0.32,0.0,0,0,Medium,0.01,0.03,7743,3361,60,5585,0,0,70,100,100,100,19,25,47,30,24,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Padstow, NSW 2211",All,6,1563996,0.0039,0.0121,0.0251,0.0601,0.1566,0.5578,0.718,25,692,-0.0014,0.0044,0.0177,0.0329,0.2428,0.2564,0.3496,0.023,-0.04,0.12,-0.02,0.15,0.0,5,(+)Decreasing,182,-0.0588,-0.1033,0.1192,-0.2622,0.0587,0.08470000000000001,0.0246,0,0,0,7,0.32,0.45,0.09,69.28,0.0013,-0.0003,-0.0004,0.45,-0.12,-0.22,11.35,1.58,0.8,0.0153,0,0,53,1.07,10.57,0.0,0.0175,-0.0021,0.0036,0.6154,-0.0087,-0.0486,3,5,0.13,0.12,5,0.32,0.0,0,0,High,0.02,0.05,14017,6341,57,4051,0,0,80,100,99,100,70,30,47,49,19,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"North Willoughby, NSW 2068",All,4,1076670,0.0033,0.0089,0.0181,0.0503,0.09759999999999999,0.2284,0.4691,7,638,0.0016,0.0,0.0,0.0306,0.3148,0.2195,0.0739,0.0308,-0.01,0.07,0.03,0.1,0.0008,2,(+)Decreasing,194,-0.0146,-0.0362,-0.0001,-0.1287,-0.0095,-0.0397,-0.0692,0,0,0,10,0.33,0.28,0.33,33.46,0.0026,0.0001,0.0,1.21,0.5,-0.19,5.62,1.51,-2.89,0.03,0,0,66,12.92,23.81,0.0,0.0208,0.0022,0.0059,0.0,0.0,0.0,1,5,-0.16,0.12,4,-0.28,0.37,0,0,Medium,0.01,0.05,4161,1772,61,403,0,0,80,100,100,100,79,2,47,43,8,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,2,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Georges Hall, NSW 2198",All,1,1398276,0.0027,0.006500000000000001,0.0104,0.0301,0.1117,0.5638000000000001,0.6862,11,739,0.0014,0.0054,0.0179,0.0526,0.2803,0.3754999999999999,0.4567,0.0275,-0.07,0.14,-0.04,0.17,0.0247,6,(+)Increasing,170,-0.0687,-0.1636,0.0947,-0.3711,0.0138,0.0907,-0.0072,0,0,0,6,0.33,0.0,0.03,71.03,0.001,-0.0005,-0.0008,0.28,-0.18,-0.27,11.11,1.39,0.13,0.005500000000000001,0,0,28,0.39,3.02,0.0,0.0175,0.0016,0.0032,0.0,-0.0298,0.0697,5,3,-0.14,-0.25,5,0.29,-0.02,0,0,Medium,0.03,0.04,9739,3284,55,568,0,0,71,100,99,100,52,38,47,46,21,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
